PassengerId,Survived,Fare,Age*Class,Family_size,Fare_by_person,Sex_female,Sex_male,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_T,Cabin_X,Embarked_C,Embarked_Q,Embarked_S
1,0,7.25,66.0,2,3.625,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,1,71.2833,38.0,2,35.64165,True,False,False,False,True,False,False,False,False,False,False,True,False,False
3,1,7.925,78.0,1,7.925,True,False,False,False,False,False,False,False,False,False,True,False,False,True
4,1,53.1,35.0,2,26.55,True,False,False,False,True,False,False,False,False,False,False,False,False,True
5,0,8.05,105.0,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
6,0,8.4583,89.09735294117647,1,8.4583,False,True,False,False,False,False,False,False,False,False,True,False,True,False
7,0,51.8625,54.0,1,51.8625,False,True,False,False,False,False,True,False,False,False,False,False,False,True
8,0,21.075,6.0,5,4.215,False,True,False,False,False,False,False,False,False,False,True,False,False,True
9,1,11.1333,81.0,3,3.7111,True,False,False,False,False,False,False,False,False,False,True,False,False,True
10,1,30.0708,28.0,2,15.0354,True,False,False,False,False,False,False,False,False,False,True,True,False,False
11,1,16.7,12.0,3,5.566666666666666,True,False,False,False,False,False,False,False,True,False,False,False,False,True
12,1,26.55,58.0,1,26.55,True,False,False,False,True,False,False,False,False,False,False,False,False,True
13,0,8.05,60.0,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
14,0,31.275,117.0,7,4.4678571428571425,False,True,False,False,False,False,False,False,False,False,True,False,False,True
15,0,7.8542,42.0,1,7.8542,True,False,False,False,False,False,False,False,False,False,True,False,False,True
16,1,16.0,110.0,1,16.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True
17,0,29.125,6.0,6,4.854166666666667,False,True,False,False,False,False,False,False,False,False,True,False,True,False
18,1,13.0,59.39823529411764,1,13.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
19,0,18.0,93.0,2,9.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True
20,1,7.225,89.09735294117647,1,7.225,True,False,False,False,False,False,False,False,False,False,True,True,False,False
21,0,26.0,70.0,1,26.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
22,1,13.0,68.0,1,13.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True
23,1,8.0292,45.0,1,8.0292,True,False,False,False,False,False,False,False,False,False,True,False,True,False
24,1,35.5,28.0,1,35.5,False,True,True,False,False,False,False,False,False,False,False,False,False,True
25,0,21.075,24.0,5,4.215,True,False,False,False,False,False,False,False,False,False,True,False,False,True
26,1,31.3875,114.0,7,4.483928571428572,True,False,False,False,False,False,False,False,False,False,True,False,False,True
27,0,7.225,89.09735294117647,1,7.225,False,True,False,False,False,False,False,False,False,False,True,True,False,False
28,0,263.0,19.0,6,43.833333333333336,False,True,False,False,True,False,False,False,False,False,False,False,False,True
29,1,7.8792,89.09735294117647,1,7.8792,True,False,False,False,False,False,False,False,False,False,True,False,True,False
30,0,7.8958,89.09735294117647,1,7.8958,False,True,False,False,False,False,False,False,False,False,True,False,False,True
31,0,27.7208,40.0,1,27.7208,False,True,False,False,False,False,False,False,False,False,True,True,False,False
32,1,146.5208,29.69911764705882,2,73.2604,True,False,False,True,False,False,False,False,False,False,False,True,False,False
33,1,7.75,89.09735294117647,1,7.75,True,False,False,False,False,False,False,False,False,False,True,False,True,False
34,0,10.5,132.0,1,10.5,False,True,False,False,False,False,False,False,False,False,True,False,False,True
35,0,82.1708,28.0,2,41.0854,False,True,False,False,False,False,False,False,False,False,True,True,False,False
36,0,52.0,42.0,2,26.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
37,1,7.2292,89.09735294117647,1,7.2292,False,True,False,False,False,False,False,False,False,False,True,True,False,False
38,0,8.05,63.0,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
39,0,18.0,54.0,3,6.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True
40,1,11.2417,42.0,2,5.62085,True,False,False,False,False,False,False,False,False,False,True,True,False,False
41,0,9.475,120.0,2,4.7375,True,False,False,False,False,False,False,False,False,False,True,False,False,True
42,0,21.0,54.0,2,10.5,True,False,False,False,False,False,False,False,False,False,True,False,False,True
43,0,7.8958,89.09735294117647,1,7.8958,False,True,False,False,False,False,False,False,False,False,True,True,False,False
44,1,41.5792,6.0,4,10.3948,True,False,False,False,False,False,False,False,False,False,True,True,False,False
45,1,7.8792,57.0,1,7.8792,True,False,False,False,False,False,False,False,False,False,True,False,True,False
46,0,8.05,89.09735294117647,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
47,0,15.5,89.09735294117647,2,7.75,False,True,False,False,False,False,False,False,False,False,True,False,True,False
48,1,7.75,89.09735294117647,1,7.75,True,False,False,False,False,False,False,False,False,False,True,False,True,False
49,0,21.6792,89.09735294117647,3,7.226400000000001,False,True,False,False,False,False,False,False,False,False,True,True,False,False
50,0,17.8,54.0,2,8.9,True,False,False,False,False,False,False,False,False,False,True,False,False,True
51,0,39.6875,21.0,6,6.614583333333333,False,True,False,False,False,False,False,False,False,False,True,False,False,True
52,0,7.8,63.0,1,7.8,False,True,False,False,False,False,False,False,False,False,True,False,False,True
53,1,76.7292,49.0,2,38.3646,True,False,False,False,False,True,False,False,False,False,False,True,False,False
54,1,26.0,58.0,2,13.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True
55,0,61.9792,65.0,2,30.9896,False,True,False,True,False,False,False,False,False,False,False,True,False,False
56,1,35.5,29.69911764705882,1,35.5,False,True,False,False,True,False,False,False,False,False,False,False,False,True
57,1,10.5,42.0,1,10.5,True,False,False,False,False,False,False,False,False,False,True,False,False,True
58,0,7.2292,85.5,1,7.2292,False,True,False,False,False,False,False,False,False,False,True,True,False,False
59,1,27.75,10.0,4,6.9375,True,False,False,False,False,False,False,False,False,False,True,False,False,True
60,0,46.9,33.0,8,5.8625,False,True,False,False,False,False,False,False,False,False,True,False,False,True
61,0,7.2292,66.0,1,7.2292,False,True,False,False,False,False,False,False,False,False,True,True,False,False
62,1,80.0,38.0,1,80.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True
63,0,83.475,45.0,2,41.7375,False,True,False,False,True,False,False,False,False,False,False,False,False,True
64,0,27.9,12.0,6,4.6499999999999995,False,True,False,False,False,False,False,False,False,False,True,False,False,True
65,0,27.7208,29.69911764705882,1,27.7208,False,True,False,False,False,False,False,False,False,False,True,True,False,False
66,1,15.2458,89.09735294117647,3,5.081933333333333,False,True,False,False,False,False,False,False,False,False,True,True,False,False
67,1,10.5,58.0,1,10.5,True,False,False,False,False,False,False,True,False,False,False,False,False,True
68,0,8.1583,57.0,1,8.1583,False,True,False,False,False,False,False,False,False,False,True,False,False,True
69,1,7.925,51.0,7,1.1321428571428571,True,False,False,False,False,False,False,False,False,False,True,False,False,True
70,0,8.6625,78.0,3,2.8874999999999997,False,True,False,False,False,False,False,False,False,False,True,False,False,True
71,0,10.5,64.0,1,10.5,False,True,False,False,False,False,False,False,False,False,True,False,False,True
72,0,46.9,48.0,8,5.8625,True,False,False,False,False,False,False,False,False,False,True,False,False,True
73,0,73.5,42.0,1,73.5,False,True,False,False,False,False,False,False,False,False,True,False,False,True
74,0,14.4542,78.0,2,7.2271,False,True,False,False,False,False,False,False,False,False,True,True,False,False
75,1,56.4958,96.0,1,56.4958,False,True,False,False,False,False,False,False,False,False,True,False,False,True
76,0,7.65,75.0,1,7.65,False,True,False,False,False,False,False,False,True,False,False,False,False,True
77,0,7.8958,89.09735294117647,1,7.8958,False,True,False,False,False,False,False,False,False,False,True,False,False,True
78,0,8.05,89.09735294117647,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
79,1,29.0,1.66,3,9.666666666666666,False,True,False,False,False,False,False,False,False,False,True,False,False,True
80,1,12.475,90.0,1,12.475,True,False,False,False,False,False,False,False,False,False,True,False,False,True
81,0,9.0,66.0,1,9.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
82,1,9.5,87.0,1,9.5,False,True,False,False,False,False,False,False,False,False,True,False,False,True
83,1,7.7875,89.09735294117647,1,7.7875,True,False,False,False,False,False,False,False,False,False,True,False,True,False
84,0,47.1,28.0,1,47.1,False,True,False,False,False,False,False,False,False,False,True,False,False,True
85,1,10.5,34.0,1,10.5,True,False,False,False,False,False,False,False,False,False,True,False,False,True
86,1,15.85,99.0,4,3.9625,True,False,False,False,False,False,False,False,False,False,True,False,False,True
87,0,34.375,48.0,5,6.875,False,True,False,False,False,False,False,False,False,False,True,False,False,True
88,0,8.05,89.09735294117647,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
89,1,263.0,23.0,6,43.833333333333336,True,False,False,False,True,False,False,False,False,False,False,False,False,True
90,0,8.05,72.0,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
91,0,8.05,87.0,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
92,0,7.8542,60.0,1,7.8542,False,True,False,False,False,False,False,False,False,False,True,False,False,True
93,0,61.175,46.0,2,30.5875,False,True,False,False,False,False,True,False,False,False,False,False,False,True
94,0,20.575,78.0,4,5.14375,False,True,False,False,False,False,False,False,False,False,True,False,False,True
95,0,7.25,177.0,1,7.25,False,True,False,False,False,False,False,False,False,False,True,False,False,True
96,0,8.05,89.09735294117647,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
97,0,34.6542,71.0,1,34.6542,False,True,True,False,False,False,False,False,False,False,False,True,False,False
98,1,63.3583,23.0,2,31.67915,False,True,False,False,False,True,False,False,False,False,False,True,False,False
99,1,23.0,68.0,2,11.5,True,False,False,False,False,False,False,False,False,False,True,False,False,True
100,0,26.0,68.0,2,13.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
101,0,7.8958,84.0,1,7.8958,True,False,False,False,False,False,False,False,False,False,True,False,False,True
102,0,7.8958,89.09735294117647,1,7.8958,False,True,False,False,False,False,False,False,False,False,True,False,False,True
103,0,77.2875,21.0,2,38.64375,False,True,False,False,False,True,False,False,False,False,False,False,False,True
104,0,8.6542,99.0,1,8.6542,False,True,False,False,False,False,False,False,False,False,True,False,False,True
105,0,7.925,111.0,3,2.6416666666666666,False,True,False,False,False,False,False,False,False,False,True,False,False,True
106,0,7.8958,84.0,1,7.8958,False,True,False,False,False,False,False,False,False,False,True,False,False,True
107,1,7.65,63.0,1,7.65,True,False,False,False,False,False,False,False,False,False,True,False,False,True
108,1,7.775,89.09735294117647,1,7.775,False,True,False,False,False,False,False,False,False,False,True,False,False,True
109,0,7.8958,114.0,1,7.8958,False,True,False,False,False,False,False,False,False,False,True,False,False,True
110,1,24.15,89.09735294117647,2,12.075,True,False,False,False,False,False,False,False,False,False,True,False,True,False
111,0,52.0,47.0,1,52.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
112,0,14.4542,43.5,2,7.2271,True,False,False,False,False,False,False,False,False,False,True,True,False,False
113,0,8.05,66.0,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
114,0,9.825,60.0,2,4.9125,True,False,False,False,False,False,False,False,False,False,True,False,False,True
115,0,14.4583,51.0,1,14.4583,True,False,False,False,False,False,False,False,False,False,True,True,False,False
116,0,7.925,63.0,1,7.925,False,True,False,False,False,False,False,False,False,False,True,False,False,True
117,0,7.75,211.5,1,7.75,False,True,False,False,False,False,False,False,False,False,True,False,True,False
118,0,21.0,58.0,2,10.5,False,True,False,False,False,False,False,False,False,False,True,False,False,True
119,0,247.5208,24.0,2,123.7604,False,True,False,True,False,False,False,False,False,False,False,True,False,False
120,0,31.275,6.0,7,4.4678571428571425,True,False,False,False,False,False,False,False,False,False,True,False,False,True
121,0,73.5,42.0,3,24.5,False,True,False,False,False,False,False,False,False,False,True,False,False,True
122,0,8.05,89.09735294117647,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
123,0,30.0708,65.0,2,15.0354,False,True,False,False,False,False,False,False,False,False,True,True,False,False
124,1,13.0,65.0,1,13.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True
125,0,77.2875,54.0,2,38.64375,False,True,False,False,False,True,False,False,False,False,False,False,False,True
126,1,11.2417,36.0,2,5.62085,False,True,False,False,False,False,False,False,False,False,True,True,False,False
127,0,7.75,89.09735294117647,1,7.75,False,True,False,False,False,False,False,False,False,False,True,False,True,False
128,1,7.1417,72.0,1,7.1417,False,True,False,False,False,False,False,False,False,False,True,False,False,True
129,1,22.3583,89.09735294117647,3,7.452766666666666,True,False,False,False,False,False,True,False,False,False,False,True,False,False
130,0,6.975,135.0,1,6.975,False,True,False,False,False,False,False,False,False,False,True,False,False,True
131,0,7.8958,99.0,1,7.8958,False,True,False,False,False,False,False,False,False,False,True,True,False,False
132,0,7.05,60.0,1,7.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
133,0,14.5,141.0,2,7.25,True,False,False,False,False,False,False,False,False,False,True,False,False,True
134,1,26.0,58.0,2,13.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True
135,0,13.0,50.0,1,13.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
136,0,15.0458,46.0,1,15.0458,False,True,False,False,False,False,False,False,False,False,True,True,False,False
137,1,26.2833,19.0,3,8.7611,True,False,False,False,False,True,False,False,False,False,False,False,False,True
138,0,53.1,37.0,2,26.55,False,True,False,False,True,False,False,False,False,False,False,False,False,True
139,0,9.2167,48.0,1,9.2167,False,True,False,False,False,False,False,False,False,False,True,False,False,True
140,0,79.2,24.0,1,79.2,False,True,False,True,False,False,False,False,False,False,False,True,False,False
141,0,15.2458,89.09735294117647,3,5.081933333333333,True,False,False,False,False,False,False,False,False,False,True,True,False,False
142,1,7.75,66.0,1,7.75,True,False,False,False,False,False,False,False,False,False,True,False,False,True
143,1,15.85,72.0,2,7.925,True,False,False,False,False,False,False,False,False,False,True,False,False,True
144,0,6.75,57.0,1,6.75,False,True,False,False,False,False,False,False,False,False,True,False,True,False
145,0,11.5,36.0,1,11.5,False,True,False,False,False,False,False,False,False,False,True,False,False,True
146,0,36.75,38.0,3,12.25,False,True,False,False,False,False,False,False,False,False,True,False,False,True
147,1,7.7958,81.0,1,7.7958,False,True,False,False,False,False,False,False,False,False,True,False,False,True
148,0,34.375,27.0,5,6.875,True,False,False,False,False,False,False,False,False,False,True,False,False,True
149,0,26.0,73.0,3,8.666666666666666,False,True,False,False,False,False,False,True,False,False,False,False,False,True
150,0,13.0,84.0,1,13.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
151,0,12.525,102.0,1,12.525,False,True,False,False,False,False,False,False,False,False,True,False,False,True
152,1,66.6,22.0,2,33.3,True,False,False,False,True,False,False,False,False,False,False,False,False,True
153,0,8.05,166.5,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
154,0,14.5,121.5,3,4.833333333333333,False,True,False,False,False,False,False,False,False,False,True,False,False,True
155,0,7.3125,89.09735294117647,1,7.3125,False,True,False,False,False,False,False,False,False,False,True,False,False,True
156,0,61.3792,51.0,2,30.6896,False,True,False,False,False,False,False,False,False,False,True,True,False,False
157,1,7.7333,48.0,1,7.7333,True,False,False,False,False,False,False,False,False,False,True,False,True,False
158,0,8.05,90.0,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
159,0,8.6625,89.09735294117647,1,8.6625,False,True,False,False,False,False,False,False,False,False,True,False,False,True
160,0,69.55,89.09735294117647,11,6.322727272727272,False,True,False,False,False,False,False,False,False,False,True,False,False,True
161,0,16.1,132.0,2,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
162,1,15.75,80.0,1,15.75,True,False,False,False,False,False,False,False,False,False,True,False,False,True
163,0,7.775,78.0,1,7.775,False,True,False,False,False,False,False,False,False,False,True,False,False,True
164,0,8.6625,51.0,1,8.6625,False,True,False,False,False,False,False,False,False,False,True,False,False,True
165,0,39.6875,3.0,6,6.614583333333333,False,True,False,False,False,False,False,False,False,False,True,False,False,True
166,1,20.525,27.0,3,6.841666666666666,False,True,False,False,False,False,False,False,False,False,True,False,False,True
167,1,55.0,29.69911764705882,2,27.5,True,False,False,False,False,False,True,False,False,False,False,False,False,True
168,0,27.9,135.0,6,4.6499999999999995,True,False,False,False,False,False,False,False,False,False,True,False,False,True
169,0,25.925,29.69911764705882,1,25.925,False,True,False,False,False,False,False,False,False,False,True,False,False,True
170,0,56.4958,84.0,1,56.4958,False,True,False,False,False,False,False,False,False,False,True,False,False,True
171,0,33.5,61.0,1,33.5,False,True,False,True,False,False,False,False,False,False,False,False,False,True
172,0,29.125,12.0,6,4.854166666666667,False,True,False,False,False,False,False,False,False,False,True,False,True,False
173,1,11.1333,3.0,3,3.7111,True,False,False,False,False,False,False,False,False,False,True,False,False,True
174,0,7.925,63.0,1,7.925,False,True,False,False,False,False,False,False,False,False,True,False,False,True
175,0,30.6958,56.0,1,30.6958,False,True,True,False,False,False,False,False,False,False,False,True,False,False
176,0,7.8542,54.0,3,2.6180666666666665,False,True,False,False,False,False,False,False,False,False,True,False,False,True
177,0,25.4667,89.09735294117647,5,5.0933399999999995,False,True,False,False,False,False,False,False,False,False,True,False,False,True
178,0,28.7125,50.0,1,28.7125,True,False,False,False,True,False,False,False,False,False,False,True,False,False
179,0,13.0,60.0,1,13.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
180,0,0.0,108.0,1,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
181,0,69.55,89.09735294117647,11,6.322727272727272,True,False,False,False,False,False,False,False,False,False,True,False,False,True
182,0,15.05,59.39823529411764,1,15.05,False,True,False,False,False,False,False,False,False,False,True,True,False,False
183,0,31.3875,27.0,7,4.483928571428572,False,True,False,False,False,False,False,False,False,False,True,False,False,True
184,1,39.0,2.0,4,9.75,False,True,False,False,False,False,False,True,False,False,False,False,False,True
185,1,22.025,12.0,3,7.341666666666666,True,False,False,False,False,False,False,False,False,False,True,False,False,True
186,0,50.0,29.69911764705882,1,50.0,False,True,True,False,False,False,False,False,False,False,False,False,False,True
187,1,15.5,89.09735294117647,2,7.75,True,False,False,False,False,False,False,False,False,False,True,False,True,False
188,1,26.55,45.0,1,26.55,False,True,False,False,False,False,False,False,False,False,True,False,False,True
189,0,15.5,120.0,3,5.166666666666667,False,True,False,False,False,False,False,False,False,False,True,False,True,False
190,0,7.8958,108.0,1,7.8958,False,True,False,False,False,False,False,False,False,False,True,False,False,True
191,1,13.0,64.0,1,13.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True
192,0,13.0,38.0,1,13.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
193,1,7.8542,57.0,2,3.9271,True,False,False,False,False,False,False,False,False,False,True,False,False,True
194,1,26.0,6.0,3,8.666666666666666,False,True,False,False,False,False,False,True,False,False,False,False,False,True
195,1,27.7208,44.0,1,27.7208,True,False,False,True,False,False,False,False,False,False,False,True,False,False
196,1,146.5208,58.0,1,146.5208,True,False,False,True,False,False,False,False,False,False,False,True,False,False
197,0,7.75,89.09735294117647,1,7.75,False,True,False,False,False,False,False,False,False,False,True,False,True,False
198,0,8.4042,126.0,2,4.2021,False,True,False,False,False,False,False,False,False,False,True,False,False,True
199,1,7.75,89.09735294117647,1,7.75,True,False,False,False,False,False,False,False,False,False,True,False,True,False
200,0,13.0,48.0,1,13.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True
201,0,9.5,84.0,1,9.5,False,True,False,False,False,False,False,False,False,False,True,False,False,True
202,0,69.55,89.09735294117647,11,6.322727272727272,False,True,False,False,False,False,False,False,False,False,True,False,False,True
203,0,6.4958,102.0,1,6.4958,False,True,False,False,False,False,False,False,False,False,True,False,False,True
204,0,7.225,136.5,1,7.225,False,True,False,False,False,False,False,False,False,False,True,True,False,False
205,1,8.05,54.0,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
206,0,10.4625,6.0,2,5.23125,True,False,False,False,False,False,False,False,True,False,False,False,False,True
207,0,15.85,96.0,2,7.925,False,True,False,False,False,False,False,False,False,False,True,False,False,True
208,1,18.7875,78.0,1,18.7875,False,True,False,False,False,False,False,False,False,False,True,True,False,False
209,1,7.75,48.0,1,7.75,True,False,False,False,False,False,False,False,False,False,True,False,True,False
210,1,31.0,40.0,1,31.0,False,True,True,False,False,False,False,False,False,False,False,True,False,False
211,0,7.05,72.0,1,7.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
212,1,21.0,70.0,1,21.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True
213,0,7.25,66.0,1,7.25,False,True,False,False,False,False,False,False,False,False,True,False,False,True
214,0,13.0,60.0,1,13.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
215,0,7.75,89.09735294117647,2,3.875,False,True,False,False,False,False,False,False,False,False,True,False,True,False
216,1,113.275,31.0,2,56.6375,True,False,False,False,False,True,False,False,False,False,False,True,False,False
217,1,7.925,81.0,1,7.925,True,False,False,False,False,False,False,False,False,False,True,False,False,True
218,0,27.0,84.0,2,13.5,False,True,False,False,False,False,False,False,False,False,True,False,False,True
219,1,76.2917,32.0,1,76.2917,True,False,False,False,False,True,False,False,False,False,False,True,False,False
220,0,10.5,60.0,1,10.5,False,True,False,False,False,False,False,False,False,False,True,False,False,True
221,1,8.05,48.0,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
